"name" "left" "right" "strand" "number" "genes"
"787" "ldrC" 1270238 1270345 "reverse" 1 "ldrC"
"788" "ldrD" 3699980 3700087 "reverse" 1 "ldrD"
"789" "ldtA" 2062391 2063323 "reverse" 1 "ldtA"
"790" "ldtB" 854824 855744 "reverse" 1 "ldtB"
"791" "ldtC" 1169412 1170374 "reverse" 1 "ldtC"
"792" "ldtD" 981047 982894 "forward" 1 "ldtD"
"793" "ldtE" 1757721 1758725 "reverse" 1 "ldtE"
"794" "lepAB" 2704335 2707124 "reverse" 2 "lepA,lepB"
"795" "leuE" 1880121 1880759 "reverse" 1 "leuE"
"796" "leuLABCD" 78848 83708 "reverse" 5 "leuL,leuA,leuB,leuC,leuD"
"797" "leuO" 84368 85312 "forward" 1 "leuO"
"798" "leuQPV" 4606079 4606401 "reverse" 3 "leuQ,leuP,leuV"
"799" "leuS-lptE-holA-nadD-cobC" 669296 674783 "reverse" 5 "leuS,lptE,holA,nadD,cobC"
"800" "leuX" 4496405 4496489 "forward" 1 "leuX"
"801" "lexA-dinF" 4257115 4259121 "forward" 2 "lexA,dinF"
"802" "lfhA" 248358 250070 "reverse" 1 "lfhA"
"803" "lgoD" 4595990 4597012 "forward" 1 "lgoD"
"804" "lgoR" 4594937 4595851 "reverse" 1 "lgoR"
"805" "lgoT" 4593361 4594722 "reverse" 1 "lgoT"
"806" "lgt-thyA" 2964361 2966037 "reverse" 2 "lgt,thyA"
"807" "ligA-ypeB" 2527941 2530176 "reverse" 2 "ligA,ypeB"
"808" "ligB" 3819488 3821170 "reverse" 1 "ligB"
"809" "lipA" 659251 660216 "reverse" 1 "lipA"
"810" "lit" 1198695 1199588 "forward" 1 "lit"
"811" "livJ" 3598555 3599658 "reverse" 1 "livJ"
"812" "livKHMGF" 3592724 3597560 "reverse" 5 "livK,livH,livM,livG,livF"
"813" "lldPRD" 3777399 3781017 "forward" 3 "lldP,lldR,lldD"
"814" "loiP" 3081913 3082671 "forward" 1 "loiP"
"815" "lolA-rarA" 937372 939337 "forward" 2 "lolA,rarA"
"816" "lolB-ispE-prs" 1260928 1263500 "reverse" 3 "lolB,ispE,prs"
"817" "lolCDE" 1175427 1178564 "forward" 3 "lolC,lolD,lolE"
"818" "lomR_2-stfR-tfaR" 1428814 1432986 "forward" 3 "lomR_2,stfR,tfaR"
"819" "lpcA" 243543 244121 "forward" 1 "lpcA"
"820" "lpoA" 3293400 3295436 "forward" 1 "lpoA"
"821" "lpp" 1757421 1757657 "forward" 1 "lpp"
"822" "lptD-surA-pdxA-rsmA-apaGH" 50380 57109 "reverse" 6 "lptD,surA,pdxA,rsmA,apaG,apaH"
"823" "lptFG" 4486218 4488400 "forward" 2 "lptF,lptG"
"824" "lpxL" 1115662 1116582 "reverse" 1 "lpxL"
"825" "lpxM" 1939222 1940193 "reverse" 1 "lpxM"
"826" "lpxP" 2495645 2496565 "forward" 1 "lpxP"
"827" "lrhA" 2405703 2406641 "reverse" 1 "lrhA"
"828" "lrp" 932595 933089 "forward" 1 "lrp"
"829" "lsrACDBFG-tam" 1601490 1608104 "forward" 7 "lsrA,lsrC,lsrD,lsrB,lsrF,lsrG,tam"
"830" "lsrRK" 1598617 1601241 "reverse" 2 "lsrR,lsrK"
"831" "luxS" 2814218 2814733 "reverse" 1 "luxS"
"832" "lysA" 2977637 2978899 "reverse" 1 "lysA"
"833" "lysC" 4231884 4233233 "reverse" 1 "lysC"
"834" "lysO" 913958 914857 "reverse" 1 "lysO"
"835" "lysP" 2247063 2248532 "reverse" 1 "lysP"
"836" "lysQ" 781577 781652 "forward" 1 "lysQ"
"837" "lysR" 2979021 2979956 "forward" 1 "lysR"
"838" "lysT-valT-lysW" 780554 780918 "forward" 3 "lysT,valT,lysW"
"839" "lysU" 4353200 4354717 "reverse" 1 "lysU"
"840" "lysZ" 781369 781444 "forward" 1 "lysZ"
"841" "maa" 479367 479918 "reverse" 1 "maa"
"842" "macAB" 919235 922293 "forward" 2 "macA,macB"
"843" "maeA" 1553972 1555669 "reverse" 1 "maeA"
"844" "maeB" 2576098 2578377 "reverse" 1 "maeB"
"845" "mak" 410144 411052 "forward" 1 "mak"
"846" "malEFG" 4242626 4246419 "reverse" 3 "malE,malF,malG"
"847" "malI" 1698152 1699180 "reverse" 1 "malI"
"848" "malK-lamB-malM" 4246784 4250474 "forward" 3 "malK,lamB,malM"
"849" "malPQ" 3547986 3552473 "reverse" 2 "malP,malQ"
"850" "malS" 3737497 3739527 "forward" 1 "malS"
"851" "malT" 3553085 3555790 "forward" 1 "malT"
"852" "malXY" 1699355 1702129 "forward" 2 "malX,malY"
"853" "malZ" 422518 424332 "forward" 1 "malZ"
"854" "manA" 1688576 1689751 "forward" 1 "manA"
"855" "manXYZ" 1902048 1904746 "forward" 3 "manX,manY,manZ"
"856" "map-glnD-dapD" 185123 189506 "reverse" 3 "map,glnD,dapD"
"857" "marC" 1618243 1618908 "reverse" 1 "marC"
"858" "marRAB" 1619120 1620207 "forward" 3 "marR,marA,marB"
"859" "matP" 1018485 1018937 "forward" 1 "matP"
"860" "mcaS" 1405659 1405751 "reverse" 1 "mcaS"
"861" "mcbA" 841796 842056 "reverse" 1 "mcbA"
"862" "mcbR" 1520262 1520927 "forward" 1 "mcbR"
"863" "mcrA" 1210346 1211179 "forward" 1 "mcrA"
"864" "mcrBC" 4576912 4579337 "reverse" 2 "mcrB,mcrC"
"865" "mdaB" 3172530 3173111 "forward" 1 "mdaB"
"866" "mdfA" 883673 884905 "forward" 1 "mdfA"
"867" "mdh" 3383330 3384268 "reverse" 1 "mdh"
"868" "mdlAB" 468871 472417 "forward" 2 "mdlA,mdlB"
"869" "mdtABCD-baeSR" 2154016 2164998 "forward" 6 "mdtA,mdtB,mdtC,mdtD,baeS,baeR"
"870" "mdtG" 1114264 1115490 "reverse" 1 "mdtG"
"871" "mdtH" 1124118 1125326 "reverse" 1 "mdtH"
"872" "mdtJI" 1672820 1673501 "reverse" 2 "mdtJ,mdtI"
"873" "mdtK" 1743457 1744830 "forward" 1 "mdtK"
"874" "mdtL" 3891615 3892790 "forward" 1 "mdtL"
"875" "mdtM-yjiN" 4565966 4568519 "reverse" 2 "mdtM,yjiN"
"876" "mdtNOP" 4299564 4304109 "reverse" 3 "mdtN,mdtO,mdtP"
"877" "mdtQ" 2227323 2228411 "reverse" 1 "mdtQ"
"878" "melAB" 4341911 4344790 "forward" 2 "melA,melB"
"879" "melR" 4340720 4341628 "reverse" 1 "melR"
"880" "menA-rraA" 4118845 4120349 "reverse" 2 "menA,rraA"
"881" "menFDHBCE" 2373648 2380643 "reverse" 6 "menF,menD,menH,menB,menC,menE"
"882" "mepH" 1734435 1735250 "forward" 1 "mepH"
"883" "mepM" 1940313 1941635 "reverse" 1 "mepM"
"884" "mepS" 2269979 2270545 "forward" 1 "mepS"
"885" "metA" 4214280 4215209 "forward" 1 "metA"
"886" "metBL" 4128672 4132267 "forward" 2 "metB,metL"
"887" "metC" 3152236 3153423 "forward" 1 "metC"
"888" "metE" 4013053 4015314 "forward" 1 "metE"
"889" "metF" 4132616 4133506 "forward" 1 "metF"
"890" "metG" 2194300 2196333 "forward" 1 "metG"
"891" "metH" 4223828 4227511 "forward" 1 "metH"
"892" "metJ" 4128078 4128395 "reverse" 1 "metJ"
"893" "metK" 3086706 3087860 "forward" 1 "metK"
"894" "metNIQ" 220113 222645 "reverse" 3 "metN,metI,metQ"
"895" "metR" 4011863 4012816 "reverse" 1 "metR"
"896" "metT-leuW-glnUW-metU-glnVX" 696430 697133 "reverse" 7 "metT,leuW,glnU,glnW,metU,glnV,glnX"
"897" "metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp" 3309033 3318289 "reverse" 8 "metY,rimP,nusA,infB,rbfA,truB,rpsO,pnp"
"898" "metZWV" 2947387 2947683 "forward" 3 "metZ,metW,metV"
"899" "mfd" 1170518 1173964 "reverse" 1 "mfd"
"900" "mglBAC" 2236743 2240348 "reverse" 3 "mglB,mglA,mglC"
"901" "mgrB" 1908623 1908766 "reverse" 1 "mgrB"
"902" "mgrR" 1622817 1622914 "reverse" 1 "mgrR"
"903" "mgsA" 1026557 1027015 "reverse" 1 "mgsA"
"904" "mgtLA" 4467431 4470321 "forward" 2 "mgtL,mgtA"
"905" "mhpABCDFE" 368611 374881 "forward" 6 "mhpA,mhpB,mhpC,mhpD,mhpF,mhpE"
"906" "mhpR-lacI" 366428 368420 "reverse" 2 "mhpR,lacI"
"907" "mhpT" 375459 376670 "forward" 1 "mhpT"
"908" "miaB" 693531 694955 "reverse" 1 "miaB"
"909" "micA" 2814802 2814873 "forward" 1 "micA"
"910" "micC" 1437121 1437229 "forward" 1 "micC"
"911" "micF" 2313084 2313176 "forward" 1 "micF"
"912" "micL" 1958441 1958520 "reverse" 1 "micL"
"913" "minCDE" 1224279 1226080 "reverse" 3 "minC,minD,minE"
"914" "mipA" 1865726 1866472 "reverse" 1 "mipA"
"915" "mlaA" 2464252 2465007 "reverse" 1 "mlaA"
"916" "mlaFEDCB" 3336963 3340065 "reverse" 5 "mlaF,mlaE,mlaD,mlaC,mlaB"
"917" "mlc-ynfK" 1666524 1668564 "reverse" 2 "mlc,ynfK"
"918" "mliC" 1718066 1718395 "reverse" 1 "mliC"
"919" "mlrA" 2214866 2215597 "forward" 1 "mlrA"
"920" "mltA" 2946081 2947178 "reverse" 1 "mltA"
"921" "mltB" 2824491 2825576 "reverse" 1 "mltB"
"922" "mltD" 232597 233955 "reverse" 1 "mltD"
"923" "mltF" 2695801 2697357 "forward" 1 "mltF"
"924" "mmuPM" 275325 277647 "forward" 2 "mmuP,mmuM"
"925" "mnaT-ydcZ" 1517882 1518846 "reverse" 2 "mnaT,ydcZ"
"926" "mngAB" 765984 770611 "forward" 2 "mngA,mngB"
"927" "mngR" 765153 765875 "reverse" 1 "mngR"
"928" "mnmA" 1192667 1193773 "reverse" 1 "mnmA"
"929" "mnmC" 2441764 2443770 "forward" 1 "mnmC"
"930" "mnmE" 3886828 3888192 "forward" 1 "mnmE"
"931" "mntH" 2511468 2512706 "reverse" 1 "mntH"
"932" "mntP" 1905688 1906254 "forward" 1 "mntP"
"933" "mntR-ybiR" 853183 854765 "forward" 2 "mntR,ybiR"
"934" "moaABCDE" 817044 819747 "forward" 5 "moaA,moaB,moaC,moaD,moaE"
"935" "mobAB" 4040906 4041999 "reverse" 2 "mobA,mobB"
"936" "mocA" 3015160 3015738 "forward" 1 "mocA"
"937" "modABC" 795089 797612 "forward" 3 "modA,modB,modC"
"938" "modEF" 792316 794644 "reverse" 2 "modE,modF"
"939" "moeAB" 864380 866364 "reverse" 2 "moeA,moeB"
"940" "mog" 9306 9893 "forward" 1 "mog"
"941" "mokB" 1491962 1492129 "reverse" 1 "mokB"
"942" "mokC-hokC" 16751 16960 "reverse" 2 "mokC,hokC"
"943" "molR_1" 2196474 2197298 "forward" 1 "molR_1"
"944" "molR_2" 2197410 2199347 "forward" 1 "molR_2"
"945" "molR_3-yehI" 2199322 2203911 "forward" 2 "molR_3,yehI"
"946" "motAB-cheAW" 1972836 1977139 "reverse" 4 "motA,motB,cheA,cheW"
"947" "mpl" 4455785 4457158 "forward" 1 "mpl"
"948" "mppA" 1393227 1394840 "forward" 1 "mppA"
"949" "mprA-emrAB" 2810770 2814154 "forward" 3 "mprA,emrA,emrB"
"950" "mqo" 2305108 2306754 "reverse" 1 "mqo"
"951" "mqsRA" 3167851 3168544 "reverse" 2 "mqsR,mqsA"
"952" "mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC" 89634 107474 "forward" 16 "mraZ,rsmH,ftsL,ftsI,murE,murF,mraY,murD,ftsW,murG,murC,ddlB,ftsQ,ftsA,ftsZ,lpxC"
"953" "mrcA" 3522871 3525423 "forward" 1 "mrcA"
"954" "mrcB" 164730 167264 "forward" 1 "mrcB"
"955" "mreBCD" 3398387 3401087 "reverse" 3 "mreB,mreC,mreD"
"956" "mrp" 2193059 2194168 "reverse" 1 "mrp"
"957" "mrr" 4586949 4587863 "forward" 1 "mrr"
"958" "mscK" 486536 489898 "forward" 1 "mscK"
"959" "mscL" 3438024 3438434 "forward" 1 "mscL"
"960" "mscS" 3068947 3069807 "reverse" 1 "mscS"
"961" "msrA" 4441538 4442176 "reverse" 1 "msrA"
"962" "msrB" 1862016 1862429 "reverse" 1 "msrB"
"963" "msrC" 1915631 1916128 "reverse" 1 "msrC"
"964" "msrPQ" 2039478 2041118 "forward" 2 "msrP,msrQ"
"965" "msyB" 1113807 1114181 "reverse" 1 "msyB"
"966" "mtfA" 2043651 2044448 "forward" 1 "mtfA"
"967" "mtlADR" 3772281 3776159 "forward" 3 "mtlA,mtlD,mtlR"
"968" "mtn-btuF-yadS" 177001 179153 "reverse" 3 "mtn,btuF,yadS"
"969" "mtr" 3304573 3305817 "reverse" 1 "mtr"
"970" "mug" 3214967 3215473 "reverse" 1 "mug"
"971" "murB-birA" 4172057 4174047 "forward" 2 "murB,birA"
"972" "murJ" 1127839 1129374 "forward" 1 "murJ"
"973" "murQP-yfeW" 2545773 2549406 "forward" 3 "murQ,murP,yfeW"
"974" "murR" 2544752 2545609 "reverse" 1 "murR"
"975" "mutH" 2969662 2970351 "forward" 1 "mutH"
"976" "mutS" 2857093 2859654 "forward" 1 "mutS"
"977" "mutY-yggX-mltC-nupG" 3103013 3106970 "forward" 4 "mutY,yggX,mltC,nupG"
"978" "nac" 2061016 2061933 "reverse" 1 "nac"
"979" "nadA-pnuC" 782085 783885 "forward" 2 "nadA,pnuC"
"980" "nadB" 2710420 2712042 "forward" 1 "nadB"
"981" "nadC" 117752 118645 "reverse" 1 "nadC"
"982" "nadE" 1822458 1823285 "forward" 1 "nadE"
"983" "nadK" 2750831 2751709 "forward" 1 "nadK"
"984" "nagBAC-umpH" 699574 703611 "reverse" 4 "nagB,nagA,nagC,umpH"
"985" "nagE" 703944 705890 "forward" 1 "nagE"
"986" "nagK-cobB" 1178593 1180359 "forward" 2 "nagK,cobB"
"987" "nanATEK-yhcH" 3369014 3373576 "reverse" 5 "nanA,nanT,nanE,nanK,yhcH"
"988" "nanCMS" 4536614 4539501 "reverse" 3 "nanC,nanM,nanS"
"989" "nanR" 3373698 3374489 "reverse" 1 "nanR"
"990" "napFDAGHBC-ccmABCDEFGH" 2291358 2303497 "reverse" 15 "napF,napD,napA,napG,napH,napB,napC,ccmA,ccmB,ccmC,ccmD,ccmE,ccmF,ccmG,ccmH"
"991" "narGHJI" 1279864 1286526 "forward" 4 "narG,narH,narJ,narI"
"992" "narK" 1277957 1279348 "forward" 1 "narK"
"993" "narP" 2290500 2291147 "forward" 1 "narP"
"994" "narQ" 2585731 2587431 "forward" 1 "narQ"
"995" "narU" 1542672 1544060 "reverse" 1 "narU"
"996" "narXL" 1275179 1277618 "reverse" 2 "narX,narL"
"997" "narZYWV" 1535937 1542590 "reverse" 4 "narZ,narY,narW,narV"
"998" "ndh" 1166085 1167389 "forward" 1 "ndh"
"999" "ndk" 2644433 2644864 "reverse" 1 "ndk"
"1000" "nemRA-gloA" 1726023 1728244 "forward" 3 "nemR,nemA,gloA"
"1001" "nepI" 3840549 3841739 "reverse" 1 "nepI"
"1002" "nfo" 2250840 2251697 "forward" 1 "nfo"
"1003" "nfrBA" 587982 593178 "reverse" 2 "nfrB,nfrA"
"1004" "nfsB" 604771 605424 "reverse" 1 "nfsB"
"1005" "nhaAR" 17489 19620 "forward" 2 "nhaA,nhaR"
"1006" "nhaB" 1233176 1234717 "reverse" 1 "nhaB"
"1007" "nhoA" 1534024 1534869 "forward" 1 "nhoA"
"1008" "nikABCDER" 3613667 3618989 "forward" 6 "nikA,nikB,nikC,nikD,nikE,nikR"
"1009" "nimR" 1874755 1875576 "reverse" 1 "nimR"
"1010" "nimT" 1875673 1876854 "forward" 1 "nimT"
"1011" "nirBDC-cysG" 3494011 3499201 "forward" 4 "nirB,nirD,nirC,cysG"
"1012" "nlpA" 3839175 3839993 "reverse" 1 "nlpA"
"1013" "nlpC" 1792267 1792731 "reverse" 1 "nlpC"
"1014" "nlpD-rpoS" 2866559 2868753 "reverse" 2 "nlpD,rpoS"
"1015" "nlpI" 3308040 3308924 "reverse" 1 "nlpI"
"1016" "nmpC" 575758 576825 "reverse" 1 "nmpC"
"1017" "nohA-ydfN-tfaQ" 1634310 1636367 "reverse" 3 "nohA,ydfN,tfaQ"
"1018" "nohB" 580834 581379 "forward" 1 "nohB"
"1019" "norR" 2830775 2832289 "reverse" 1 "norR"
"1020" "norVW" 2832476 2835045 "forward" 2 "norV,norW"
"1021" "nrdAB-yfaE" 2344865 2348768 "forward" 3 "nrdA,nrdB,yfaE"
"1022" "nrdDG" 4459900 4462660 "reverse" 2 "nrdD,nrdG"
"1023" "nrdHIEF" 2800723 2804461 "forward" 4 "nrdH,nrdI,nrdE,nrdF"
"1024" "nrdR-ribDE-nusB-thiL-pgpA" 433002 437107 "forward" 6 "nrdR,ribD,ribE,nusB,thiL,pgpA"
"1025" "nrfABCDEFG" 4287764 4294139 "forward" 7 "nrfA,nrfB,nrfC,nrfD,nrfE,nrfF,nrfG"
"1026" "nsrR-rnr-rlmB-yjfIJ" 4406190 4411251 "forward" 5 "nsrR,rnr,rlmB,yjfI,yjfJ"
"1027" "nudB-yebC-ruvC" 1946855 1948632 "reverse" 3 "nudB,yebC,ruvC"
"1028" "nudC-hemE-nfi" 4196903 4199461 "forward" 3 "nudC,hemE,nfi"
"1029" "nudE" 3525589 3526149 "reverse" 1 "nudE"
"1030" "nudF-yqiB-cpdA-yqiA-parE" 3173504 3177910 "reverse" 5 "nudF,yqiB,cpdA,yqiA,parE"
"1031" "nudG" 1841490 1841897 "forward" 1 "nudG"
"1032" "nudI" 2364554 2364979 "forward" 1 "nudI"
"1033" "nudK" 2582903 2583478 "reverse" 1 "nudK"
"1034" "nuoABCEFGHIJKLMN" 2390048 2405072 "reverse" 13 "nuoA,nuoB,nuoC,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,nuoN"
"1035" "nupC" 2513042 2514244 "forward" 1 "nupC"
"1036" "nupX" 2252895 2254145 "reverse" 1 "nupX"
"1037" "ogrK" 2167302 2167520 "reverse" 1 "ogrK"
"1038" "ohsC" 2700520 2700596 "forward" 1 "ohsC"
"1039" "ompA" 1019013 1020053 "reverse" 1 "ompA"
"1040" "ompC" 2311646 2312749 "reverse" 1 "ompC"
"1041" "ompF" 985894 986982 "reverse" 1 "ompF"
"1042" "ompG" 1381947 1382852 "forward" 1 "ompG"
"1043" "ompL" 4063603 4064295 "reverse" 1 "ompL"
"1044" "ompR-envZ" 3534516 3536584 "reverse" 2 "ompR,envZ"
"1045" "ompW" 1314020 1314658 "forward" 1 "ompW"
"1046" "ompX" 850450 850965 "forward" 1 "ompX"
"1047" "omrA" 2976102 2976189 "reverse" 1 "omrA"
"1048" "omrB" 2976304 2976385 "reverse" 1 "omrB"
"1049" "opgB" 4597150 4599441 "reverse" 1 "opgB"
"1050" "opgC" 1107784 1108941 "reverse" 1 "opgC"
"1051" "opgD" 1496856 1498511 "forward" 1 "opgD"
"1052" "opgE" 851014 852597 "reverse" 1 "opgE"
"1053" "opgGH" 1109335 1113406 "forward" 2 "opgG,opgH"
"1054" "oppABCDF" 1301182 1306768 "forward" 5 "oppA,oppB,oppC,oppD,oppF"
"1055" "orn" 4391604 4392149 "forward" 1 "orn"
"1056" "ortT" 1517389 1517562 "forward" 1 "ortT"
"1057" "osmB" 1343110 1343328 "reverse" 1 "osmB"
"1058" "osmC" 1556625 1557056 "forward" 1 "osmC"
"1059" "osmE" 1821918 1822256 "reverse" 1 "osmE"
"1060" "osmF-yehYXW" 2215745 2219481 "reverse" 4 "osmF,yehY,yehX,yehW"
"1061" "osmY" 4611396 4612001 "forward" 1 "osmY"
"1062" "otsBA" 1980188 1982387 "reverse" 2 "otsB,otsA"
"1063" "oxyR" 4158490 4159407 "forward" 1 "oxyR"
"1064" "oxyS" 4158285 4158394 "reverse" 1 "oxyS"
"1065" "paaABCDEFGHIJK" 1453927 1463438 "forward" 11 "paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaI,paaJ,paaK"
"1066" "paaXY" 1463539 1465061 "forward" 2 "paaX,paaY"
"1067" "paaZ" 1451597 1453642 "reverse" 1 "paaZ"
"1068" "pabB-nudL" 1894805 1896748 "forward" 2 "pabB,nudL"
"1069" "pabC-mltG-tmk-holB-ycfH" 1153300 1157574 "forward" 5 "pabC,mltG,tmk,holB,ycfH"
"1070" "pagP" 656557 657117 "forward" 1 "pagP"
"1071" "panBC" 147944 149601 "reverse" 2 "panB,panC"
"1072" "panD" 146314 146694 "reverse" 1 "panD"
"1073" "panE-yajL" 443051 444515 "reverse" 2 "panE,yajL"
"1074" "panZ" 3597984 3598367 "forward" 1 "panZ"
"1075" "paoABCD" 297770 302573 "reverse" 4 "paoA,paoB,paoC,paoD"
"1076" "parC" 3163715 3165973 "reverse" 1 "parC"
"1077" "patA" 3219494 3220873 "forward" 1 "patA"
"1078" "pbl" 2994041 2994415 "forward" 1 "pbl"
"1079" "pbpG" 2223938 2224870 "reverse" 1 "pbpG"
"1080" "pck" 3532818 3534440 "forward" 1 "pck"
"1081" "pcnB-folK" 157253 159126 "reverse" 2 "pcnB,folK"
"1082" "pdeA" 2515643 2517832 "reverse" 1 "pdeA"
"1083" "pdeB" 477067 478617 "reverse" 1 "pdeB"
"1084" "pdeC" 4275471 4277057 "forward" 1 "pdeC"
"1085" "pdeD" 1898427 1900025 "forward" 1 "pdeD"
"1086" "pdeF" 2626695 2628938 "reverse" 1 "pdeF"
"1087" "pdeG" 1217328 1218851 "forward" 1 "pdeG"
"1088" "pdeH" 3678420 3679187 "reverse" 1 "pdeH"
"1089" "pdeI-dgcI" 872979 876663 "forward" 2 "pdeI,dgcI"
"1090" "pdeK" 3683630 3685618 "reverse" 1 "pdeK"
"1091" "pdeL" 332371 333459 "forward" 1 "pdeL"
"1092" "pdeN" 2270726 2272282 "forward" 1 "pdeN"
"1093" "pdeR" 1344757 1346742 "reverse" 1 "pdeR"
"1094" "pdhR-aceEF-lpd" 122092 129336 "forward" 4 "pdhR,aceE,aceF,lpd"
"1095" "pdxB-usg-truA-dedA" 2434082 2437851 "reverse" 4 "pdxB,usg,truA,dedA"
"1096" "pdxH-tyrS-pdxY" 1715026 1718007 "reverse" 3 "pdxH,tyrS,pdxY"
"1097" "pdxK" 2536386 2537237 "reverse" 1 "pdxK"
"1098" "pepA" 4484440 4485951 "reverse" 1 "pepA"
"1099" "pepB" 2655075 2656358 "reverse" 1 "pepB"
"1100" "pepD" 254259 255716 "reverse" 1 "pepD"
"1101" "pepE" 4229453 4230142 "reverse" 1 "pepE"
"1102" "pepN" 990622 993234 "forward" 1 "pepN"
"1103" "pepQ-yigZ-trkH-hemG" 4031161 4035153 "forward" 4 "pepQ,yigZ,trkH,hemG"
"1104" "pepT" 1185844 1187070 "forward" 1 "pepT"
"1105" "perR" 269289 270182 "reverse" 1 "perR"
"1106" "pfkA" 4107552 4108514 "forward" 1 "pfkA"
"1107" "pfkB" 1806370 1807299 "forward" 1 "pfkB"
"1108" "pflA" 950340 951080 "reverse" 1 "pflA"
"1109" "pflDC" 4143995 4147136 "forward" 2 "pflD,pflC"
"1110" "pgaABCD" 1086106 1092289 "reverse" 4 "pgaA,pgaB,pgaC,pgaD"
"1111" "pgi" 4233758 4235407 "forward" 1 "pgi"
"1112" "pgl" 798586 799581 "forward" 1 "pgl"
"1113" "pgpB" 1339330 1340094 "forward" 1 "pgpB"
"1114" "pgpC-tadA" 2697354 2698550 "reverse" 2 "pgpC,tadA"
"1115" "pgrR" 1391991 1392890 "forward" 1 "pgrR"
"1116" "pgsA" 1992269 1992817 "reverse" 1 "pgsA"
"1117" "pheLA" 2737599 2738905 "forward" 2 "pheL,pheA"
"1118" "pheP" 601959 603335 "forward" 1 "pheP"
"1119" "pheU" 4362551 4362626 "reverse" 1 "pheU"
"1120" "pheV" 3110366 3110441 "forward" 1 "pheV"
"1121" "phnCDE_1E_2FGHIJKLMNOP" 4314344 4325165 "reverse" 15 "phnC,phnD,phnE_1,phnE_2,phnF,phnG,phnH,phnI,phnJ,phnK,phnL,phnM,phnN,phnO,phnP"
"1122" "phoA-psiF" 401747 403601 "forward" 2 "phoA,psiF"
"1123" "phoBR" 417142 419184 "forward" 2 "phoB,phoR"
"1124" "phoE" 259045 260100 "reverse" 1 "phoE"
"1125" "phoH" 1084992 1086056 "forward" 1 "phoH"
"1126" "phoPQ" 1188316 1190447 "reverse" 2 "phoP,phoQ"
"1127" "pinE" 1209685 1210239 "forward" 1 "pinE"
"1128" "pinH" 2783065 2783208 "reverse" 1 "pinH"
"1129" "pinQ" 1633622 1634212 "forward" 1 "pinQ"
"1130" "pinR" 1433084 1433674 "reverse" 1 "pinR"
"1131" "pitA" 3637642 3639141 "forward" 1 "pitA"
"1132" "pitB" 3134872 3136371 "reverse" 1 "pitB"
"1133" "plaP" 2085704 2087062 "reverse" 1 "plaP"
"1134" "pldA" 4004862 4005731 "forward" 1 "pldA"
"1135" "pldB-yigL" 4009170 4011000 "forward" 2 "pldB,yigL"
"1136" "pliG" 1227071 1227472 "reverse" 1 "pliG"
"1137" "plsB" 4254043 4256466 "reverse" 1 "plsB"
"1138" "plsC" 3162744 3163481 "reverse" 1 "plsC"
"1139" "pmbA" 4457959 4459311 "forward" 1 "pmbA"
"1140" "pmrD" 2373272 2373538 "reverse" 1 "pmrD"
"1141" "pncB" 989154 990356 "reverse" 1 "pncB"
"1142" "pncC" 2823849 2824346 "reverse" 1 "pncC"
"1143" "pntAB" 1674972 1677903 "reverse" 2 "pntA,pntB"
"1144" "polA" 4046966 4049752 "forward" 1 "polA"
"1145" "polB" 63429 65780 "reverse" 1 "polB"
"1146" "potABCD" 1181783 1185594 "reverse" 4 "potA,potB,potC,potD"
"1147" "potFGHI" 893784 897929 "forward" 4 "potF,potG,potH,potI"
"1148" "poxB-ltaE-ybjT" 906852 911049 "reverse" 3 "poxB,ltaE,ybjT"
"1149" "ppa" 4449122 4449652 "reverse" 1 "ppa"
"1150" "ppc" 4150447 4153098 "reverse" 1 "ppc"
"1151" "ppdAB-ygdB-ppdC-recC" 2959060 2964177 "reverse" 5 "ppdA,ppdB,ygdB,ppdC,recC"
"1152" "ppdD-hofBC" 114522 117549 "reverse" 3 "ppdD,hofB,hofC"
"1153" "pphA" 1922313 1922969 "reverse" 1 "pphA"
"1154" "pphB" 2859760 2860416 "forward" 1 "pphB"
"1155" "ppiA" 3491725 3492297 "reverse" 1 "ppiA"
"1156" "ppiB-lpxH" 553218 554437 "reverse" 2 "ppiB,lpxH"
"1157" "ppiC" 3959532 3959813 "reverse" 1 "ppiC"
"1158" "ppiD" 461915 463786 "forward" 1 "ppiD"
"1159" "ppk-ppx" 2623044 2626656 "forward" 2 "ppk,ppx"
"1160" "pppA" 3113543 3114352 "reverse" 1 "pppA"
"1161" "ppsA" 1784734 1787112 "reverse" 1 "ppsA"
"1162" "ppsR" 1787445 1788278 "forward" 1 "ppsR"
"1163" "pptA" 1533052 1533285 "forward" 1 "pptA"
"1164" "pqiAB" 1012001 1014899 "forward" 2 "pqiA,pqiB"
"1165" "pqqL" 1572407 1575202 "reverse" 1 "pqqL"
"1166" "preTA" 2234033 2236500 "forward" 2 "preT,preA"
"1167" "prfC" 4609414 4611003 "forward" 1 "prfC"
"1168" "priA" 4124612 4126810 "reverse" 1 "priA"
"1169" "priC-ybaM" 490110 490812 "reverse" 2 "priC,ybaM"
"1170" "prkB" 3484490 3485359 "forward" 1 "prkB"
"1171" "prlC-rsmJ" 3642380 3645182 "reverse" 2 "prlC,rsmJ"
